,review,predictedvalue
382,"
            I LOVE THEM.They are great
        ",1.0
383,"
            Ich bin wirklich begeistert. Die Qualit�t wirkt sehr hochwertig. Das Tragen der Klammer ist angenehm. Man merkt sie �berhaupt nicht. Ich hatte tats�chlich diesbez�glich bedenken aber diese sind �berhaupt nicht eingetroffen.
Danke! Auch daf�r, dass ihr das P�ckchen mit so viel liebe verpackt habt
        ",1.0
384,"
            Super Qualit�t und schnelle Lieferung. Das Paket war sehr s�� und mit viel Liebe verpackt!
        ",1.0
385,"
            Super schneller Versand, sch�ner Earcuff, der sich gut anpassen l�sst.
        ",1.0
386,"
            Gute Verarbeitung, schnelle Lieferung, s�� verpackt. Mega zufrieden!
        ",1.0
387,"
            Beautiful earrings!! They look even more amazing in person! Very fast shipping! Will certainly be ordering more :)
        ",1.0
388,"
            -PERFECT GIFT IN STERLING SILVER- 
-FOR COOL-CHIC LOOK-

As This Item Was Given As A Gift And Arrived In Gift Box Presentation, Have Not Seen It As Of Yet.  However, The Recipient Seemed To Really Like The Constellation Ear Crawler Set In Sterling Silver.
Additionally, For Those Desiring Great Customer Service, Zoey Is It.
 -Stellar Customer Service- :  
-Quick To Respond To Questions- ; + 
-Quick To Ship- ; + -Quick To Receive- ; + -Great Gift- + -Boxed Gift Presentation- ; + 
-Overall A Very Cool, Good-Quality Piece- .

HIGHLY RECOMMEND THIS SELLER!!!!! 

For A Fun Cool-Chic Look, Highly Recommend This Specific CONSTELLATION Stars Ear Climber/Ear Crawler Piece, For Sterling Silver Jewelry Pieces!!!!!
        ",1.0
389,"
            I bought the rose cold constellation earrings as a birthday gift for my sister and she absolutely loved them. Sophia also answered all of my questions promptly and was very accommodating. I also received the earring sooner than expected. Very happy with my purchase :)
        ",1.0
390,"
            I knew before they arrived that this pair was going to be even prettier than my last order from Diri Jewels.  They put lots of love in the making process and its flawless.

I absolutely love them and can't wait to show it off.  Requesting material upgrade was not a hassle since I love my 18K!  I don't have a picture to post because I'm saving it for my birthday.
        ",1.0
391,"
            I wish I could give 10 stars because my custom made smiley face ring came out beautiful.  I ordered my ring on July 21, 2020 and received it today July 30, 2020.  What an awesome job done I mean the craftsmanship is speechless.  Looking forward to doing business with this company again all the way from California.  Thanks a million Diri Jewels.
        ",1.0
392,"
            Beautiful, just like pictured. Well made and fast delivery. Wanted to stack it and the Design works perfectly with my other ring. I love emeralds and diamonds together!
        ",1.0
393,"
            I am in love with my new ring, it is everything I imagined and then some. Everything was perfect from the moment of purchase to the arrival of the ring.
        ",1.0
394,"
            I absolutely love my earrings! They fit my ears perfectly, and the detail and craftsmanship is exquisite! The Earrings reflect the beauty and delicate nature of the fern. Thank you so much, I am a very happy customer!
        ",1.0
395,"
            I love these earrings! Very comfortable to wear. They're so pretty and dainty. This shop is amazing! Will definitely be buying from them again.
        ",1.0
396,"
            Absolutely love them!  So cute!
        ",1.0
397,"
            I absolutely love these earclimbers, exactly what I was hoping to find. The delivery was very fast and since the arrival I�ve worn them every day. Thanks so much!
        ",1.0
398,"
            Stunning earrings, have worn them almost everyday since I got them, I love them. Excellent quality and beautifully made. 
Arrived quickly with zero issues!
        ",1.0
399,"
            Perfection!
        ",1.0
400,"
            These climbing moon earrings are gorgeous and just the right size. I�ll definitely order more jewelry from you!
        ",1.0
401,"
            I love these moon phase ear climbers! They are a fabulous statement piece and very lightweight to wear. So many of the ear climbers on Etsy have a very exaggerated curve that doesn't actually follow the shape of your ear, but these look great when you have them in.
        ",1.0
402,"
            Die Ear Crawler sind total Klasse und super schnelle Lieferung. Werde auf jeden Fall wieder vorbei schaun.
        ",0.0
403,"
            Perfect earrings, well made, good quality. The only point is excessive packaging, I would prefer to receive all buckets and letters electronically.
        ",1.0
404,"
            Diese Zucker s��en Einh�rner schenke ich meiner Tochter zu Weihnachten. Sie wird ganz sicher begeistert sein! Liebe Anja, wieder Mal vielen Dank f�r deinen sch�nen Schmuck, die liebevolle Verpackung und die rasante Lieferung! Auf ganz bald herzliche Gr��e Elke
        ",1.0
405,"
            Die Ohrringe sind sehr sch�n und edel gearbeitet! Womit ich nicht gerechnet hatte ist die zus�tzlich hochwertige Verpackung. Ich bin sehr froh mich f�r dieses Produkt und Shop entschieden zu haben, da auch der Kontakt zur Verk�uferin nichts anderes als absolut freundlich und professionell ist! Zudem erfolgte die Lieferung von einem auf den anderen Tag.
        ",0.0
406,"
            Tr�s joli collier f�minin ! M�lanie r�pond hyper vite aux questions, envoi rapidement les achats qui sont bien joliment pr�sent�s. Bref parfait ! Merci pour tout.

        ",1.0
407,"
            Tres joli bijou! Je l ai offer a ma soeur pour son mariage. Je suis entierement satisfaite. De plus envoi tres rapide.. travail de grande qualit�.. merci bcp..
Delphine
        ",0.0
408,"
            Commande pass�e lundi 21/10, collier re�u le 23/10 (livraison rapide). 

Trop contente ! il correspond totalement � mes attentes, j'ai command� le 8mm avec finition argent�, je ne quitte plus le collier, je dors avec et fait du sport avec, je le garde m�me sous la douche et il tient tr�s bien.

Je vais le commander de nouveau en 6mm, pour le prix autant se faire plaisir.
Merci Creamelanie ^^
        ",0.0
409,"
            J'ai achet� des boucles d'oreilles cerises, elles sont tr�s belles! Merci � Fran�oise pour son beau travail!
        ",0.0
410,"
            The earrings are just as pictured - Beautiful!
        ",1.0
411,"
            Petit cadeau qui a bcp plu � mon amie. Je recommande...
        ",1.0
412,"
            Wow, just received these beautiful earrings in the mail. I'm obsessed! They are so comfortable and elegant, and so pretty and unique. I have worn them twice and have gotten so many compliments!
        ",1.0
413,"
            tutto bene orecchini molto belli
        ",1.0
414,"
            Such incredible quality and I get so many compliments!
        ",1.0
415,"
            These earrings have a very pretty and unique Look. The texture of the Gold Part is very special and in combination with the pearl makes the earrings very chique!
        ",1.0
416,"
            BEAUTIFUL earrings! I love these earrings so much! I wore them in my wedding and received so many compliments.  The sparkles were gorgeous. I technically didn't wear them as intended with the climbing style because I realized that personally I have pretty small ears and when I put them on as so the earrings kind of flared out. So I switched sides with the earrings and allowed them to hang down. They were beyond expectations and SO beautiful. I would highly recommend these earrings and shop to anyone looking for the perfect amount of sparkle and beauty!
        ",1.0
417,"
            I wore these as MOH at my friend's wedding. Absolutely loved them!
        ",1.0
418,"
            Absolutely stunning earings!!! My only complaint: while the clamp style backing on the top of the earing is great for keeping it in place, it is slightly uncomfortable. That said, I'm very happy with this purchase and would definitely buy from this seller again.
        ",1.0
419,"
            The earrings are really lovely! Looks exactly like on the pic even more beautifully!. I am really happy that I chose them. Thank you ! :)
        ",1.0
420,"
            the ear pins are so beautifull in person, very unique design, my sister love them !! shipping was quick and packaging is over the top ;-) would buy again for sure !!
        ",1.0
421,"
            I LOVE these ear pins.  They are very unique, and I got several compliments the very first time I wore them.  Emmanuela is SO good at communication, she even was able to tell me a package had been lost before I realized it.  She shipped a new pair immediately and it arrived (in Florida) from Greece in just 3 days.  I would definitely recommend this seller (and artist!) without reservation.  I've just never experienced such prompt communication in probably a hundred transactions!
        ",1.0
422,"
            I love these earrings. I was alittle nervous at first because I have very sensitive ears but I didnt have an allergic reaction at all. I always get complimented on them. They cute dressed up or down. I use them as my everyday simple jewelry.
        ",1.0
423,"
            These earrings are even more gorgeous in person! They are comfortable to wear (I've never worn earrings like this before, so I wasn't sure!)! Any time I wear them, I get compliments! Thank you!!!
        ",1.0
424,"
            I absolutely LOVE this item! I've been looking for a more fun item for my cartilage piercing and j have finally found it. Great material. Very awesome artist too- I goofed and ordered the left earring when I needed the right, and she was so open to the exchange and it was super easy. Thanks Melanie!! 
        ",1.0
425,"
            I love it!...might want to pierce the left just to wear another one of these. Just a suggestion, maybe a shorter post with a smoother/screw clasp...but still love what I got!
        ",1.0
426,"
            Beautiful earring, very well made. I had to send back to get the post moved down to sit better in my ear. Melanie was more than happy to fix my earring. She was fast with applying to message and fast shipping. I will definitely be ordering more jewelry from her
        ",1.0
427,"
            Looks so cute in my cartilage. Have gotten so many compliments already. Also fast shipping :)
        ",1.0
428,"
            Love these!  Not gaudy and adds interest to studs. Light and move beautifully
        ",1.0
429,"
            Amazing packaging, very creative and eco friendly.  These jackets are great for wearing with any studs, haven't tried them slipped onto climbers yet but I can see them being amazing for that as well.  Very tempted to get the longer pair as well.
        ",1.0
430,"
            Totally love them...super fast shipping!  Had to wait to leave you feedback...etsy wouldn't allow me until today.  Thanks so much!
        ",1.0
431,"
            I've wanted to try an ear climber for a while, but wasn't really sure how they would look on me.  I decided on this gorgeous design and I'm so glad I did.  I love them (I ordered the pair).  They are fantastic...don't hesitate if you're thinking about these!
        ",1.0
432,"
            I love Lucie�s jewelry!! I now have two of her items that I�ve been coveting (elk antler ear climbers and cedar ring) and both were shipped out sooner than expected and arrived perfectly. The quality of her jewelry is well above what I had expected, and every piece is so delicate and beautifully detailed. I will definitely be treating myself to more of her pieces in the future! Thank you Lucie!
        ",1.0
433,"
            An exquisitely crafted pair of silver earrings that adds a little quirkiness to my daily outfit. Well worth the purchase!
        ",1.0
434,"
            Totally love this piece! It is beautiful, it holds in place, it is comfortable and I've gotten several compliments. It shipped really quickly.
        ",1.0
435,"
            Sehr sch�ne und massive Ohrstecker. Das minimalistische Design ist toll und ich wurde schon ein paar mal auf diese Ohrringe angesprochen. 
Die Stecker sind gut und sauber gearbeitet, ein wenig umst�ndlich anzuziehen (erst das Querst�ck, dann hinter dem Ohrl�ppchen das senkrechte Teil und dann den ""Stopfen""). Es sind keine Ohrringe, die man mal �ber Nacht anlassen kann, da sie schon recht massiv sind. 
 
Alles in allem finde ich sie sehr sch�n und kann sie nur weiter empfehlen. Sie kamen in einer sehr sch�nen Verpackung mit einem pers�nlichen Gru� der Verk�uferin an. Der Versand war auch okay, daf�r dass sie aus Griechenland kamen! 
        ",1.0
436,"
            The pieces I ordered were absolutely beautiful and you could tell Marina spent much time and effort in making quality products. I love them and would definitely purchase again. Even better was Marina's customer service, which is one of the best I've experienced. She's not only prompt in answering messages, but works with you if you have special needs or requests, going above and beyond to make sure you're satisfied. Thanks again Marina, I'd give you even more stars if I could!
        ",1.0
437,"
            So beautiful! I get a million compliments every time I wear these. Such a lovely seller as well-super communicative and just a delight. 
        ",1.0
438,"
            Fabulous design.  Simple, yet edgy, and beautifully made.  They look great with my new short haircut.  Lovely correspondence with Marina, and received quickly from overseas.  Thank you!
        ",1.0
439,"
            I wore this at my wedding a couple of weeks ago. This bracelet matched the dress perfectly and I got many compliments from friends and family. I�m so happy I ordered it.
        ",1.0
440,"
            The ear cuffs are so beautiful! I�m so happy with my purchase. 
The packaging is adorable and they even included instructions on how to care for them.
        ",1.0
441,"
            Perfetto! E la comunicazione con la venditrice � stata rapida e gentilissima!
        ",1.0
442,"
            tr�s joli tout est parfait
        ",1.0
443,"
            Davvero stupendo! L'ho regalato a mia moglie per San Valentino e le � piaciuto tantissimo!
        ",1.0
444,"
            Gorgeous glittery ear climbers!  Simple to put on and looks great on the ears.
        ",1.0
445,"
            These are my new favorite earrings!!
        ",1.0
446,"
            Beautifully crafted. Shipping was fast and well packaged.
Thanks for great work and lovely ear sweeps.
        ",1.0
447,"
            Lots of compliments!  Great product!
        ",1.0
448,"
            Very cool!!  I wish my ears were still pierced as I would have kept them for myself!!  Thank You
        ",1.0
449,"
            Sehr sch�ne und massive Ohrstecker. Das minimalistische Design ist toll und ich wurde schon ein paar mal auf diese Ohrringe angesprochen. 
Die Stecker sind gut und sauber gearbeitet, ein wenig umst�ndlich anzuziehen (erst das Querst�ck, dann hinter dem Ohrl�ppchen das senkrechte Teil und dann den ""Stopfen""). Es sind keine Ohrringe, die man mal �ber Nacht anlassen kann, da sie schon recht massiv sind. 
 
Alles in allem finde ich sie sehr sch�n und kann sie nur weiter empfehlen. Sie kamen in einer sehr sch�nen Verpackung mit einem pers�nlichen Gru� der Verk�uferin an. Der Versand war auch okay, daf�r dass sie aus Griechenland kamen! 
        ",1.0
450,"
            The pieces I ordered were absolutely beautiful and you could tell Marina spent much time and effort in making quality products. I love them and would definitely purchase again. Even better was Marina's customer service, which is one of the best I've experienced. She's not only prompt in answering messages, but works with you if you have special needs or requests, going above and beyond to make sure you're satisfied. Thanks again Marina, I'd give you even more stars if I could!
        ",1.0
451,"
            So beautiful! I get a million compliments every time I wear these. Such a lovely seller as well-super communicative and just a delight. 
        ",1.0
452,"
            Fabulous design.  Simple, yet edgy, and beautifully made.  They look great with my new short haircut.  Lovely correspondence with Marina, and received quickly from overseas.  Thank you!
        ",1.0
453,"
            2 jours apr�s la r�ception  des anneaux et alors que je les enl�ve pour toucher l'eau  et pour dormir le plaqu� or commence �  s'�claircir.  7 jours apr�s  les trois anneaux sont compl�tement d�color�s.... argent�s ! ""Plaqu� or"" non , couleur dor�e � peine plaqu�e.  Et pas de possibilit� davoir le vendeur, le message part chez une autre personne!
        ",0.0
454,"
            Meine Bestellung war leider unvollst�ndig, die Verk�uferin ist unzuverl�ssig, meldet sich auf meine Nachfrage hin nicht.
        ",1.0
455,"
            Meine Bestellung war leider unvollst�ndig, die Verk�uferin reagiert nicht auf Nachrichten.
        ",1.0
456,"
            Beautiful delicate earing that look great. The reason for not giving 5 stars is that they are a little difficult to get in; I personally would have preferred a straight stud connection.
        ",1.0
457,"
            Absolutely love the cuffs! They are the perfect size. They stay on my ear. I have worn them overnight and they are still on in the morning! 
The earrings are a different story. They look exactly like the picture but they are so long. They actually slide right off my ear and just dangle which looks terrible. I would recommend getting the shorter ones. But they are very dainty and seem well made. Very happy.
        ",1.0
458,"
            Had searched all over to find just the perfect ear climber, and this is it!  That the ear cuffs were included was a bonus, and really set off the climber perfectly.
        ",1.0
459,"
            This set of earring is the best. I love them! They fit perfectly and also the gold coating is a strong one (I recently made a bad experience where I also bought earrings, but the coating came of after 4 days of wearing them!) Its always risky to purchase things over the internet, but not with this seller. I put all my trust in her and I am going to purchase even more from her. Highly recommended =) 
        ",1.0
460,"
            Albina makes such beautiful pieces- I absolutely love my ear cuffs and ear climber. She was so kind in her customer service as I needed to exchange sizes and she was so helpful and quick in shipping the right sizes out and letting me do so! I will definitely be ordering more pieces from her in the future. If I could give her a 100 star rating I would! Just lovely all around!
        ",1.0
461,"
            Love these! Simple but a little different and edgy. Surprisingly fast delivery even given the distance!
        ",1.0
462,"
            Obsessed!
        ",1.0
463,"
            These are absolutely my new fave earrings! Love them, and I�ll definitely be purchasing from this seller again.
        ",1.0
464,"
            These are lovely! I wasn�t sure how they would look since most of the pictures were of the climbers in the lower lobe / first piercing hole and I planned on wearing them up higher. (Plus my second piercing spot there is really, really old so it�s lower than I�d like now) but they still work and look beautiful. It�s nice having something a little different! Nice color and great quality, too.
        ",1.0
465,"
            Got so many compliments on these earrings. Love them and for the price, super great!  Highly recommend
        ",1.0
466,"
            This is the second pair of ear crawlers I bought from VermeilSupplies, and I was not disappointed! My favorite thing about these crawlers is that they stay in place perfectly - not too tight, and I don't find myself having to inch them back into place throughout the day.
        ",1.0
467,"
            Not only are these really pretty and cute...but they are also the most comfortable ear climbers I have worn!! In love!
        ",1.0
468,"
            I debated whether to dock a star on this because I ran into a hassle actually getting them, but once they arrived I decided to give 5 stars because these earrings are really great! They are an ingenious design and exactly what I wanted. I needed earrings to wear sleeping/ to keep my holes open that would be comfortable and not fall out. They fit very securely and look great! Also, the seller puts them in a little bottle for presentation- so cool, and I can use the tiny bottle for something else. Overall I'm very happy with my purchase even though I ran into a snafu with actually getting them.
        ",1.0
469,"
            I really liked my earrings. They're a bit bigger on me than on the model, but I do have small ears. They also arrived a bit on the late side, but I did order them during the holidays, and the shop owner was very attentive about the situation, so I'm still giving a five star review. Very pretty! And sturdy!
        ",1.0
470,"
            I LOVE THESE! I go them way before I expected them! I was worried about them not fitting but they fit perfectly! They are well made and exactly what i was hoping for! I also loved the vial that it came in, it was a very nice touch!
        ",1.0
471,"
            These earrings are completely awesome! I ended up getting a few other pairs shown in the picture as well. Everything was presented beautifully and really high quality. Gracy was so sweet and did an incredible job making these items. I highly recommend this shop!
        ",1.0
472,"
            LOVE these earrings! And I was even gifted a cute letter �e� ring complimentary with my order. Love the simple aesthetic and shipped surprisingly fast to the US!
        ",1.0
473,"
            BEAUTIFUL! Classic and well made. I love these earrings and were worth the wait.
        ",1.0
474,"
            These earrings are easier to put on than the jacket type with a similar look. They look terrific on. I love them!
        ",1.0
475,"
            Loooooooove this product!! Shipping was so fast and they came in perfect condition! They look exactly like the picture as well :D 

Update: it's been two days and the earring jacket completely broke.
        ",1.0
476,"
            Customer contacted us after the item broke. The ear jacket was defective, but we placed a new on in the mail the next business day. We will always replace any defective product, and take precautions for that same mistake not to happen in the future.
        ",0.0
477,"
            I LOVE these earrings! I have the hammered silver ones. They can be dressed up or down, always get compliments on them! Love them so much that when I lost one traveling, I bought the pair immediately again!
        ",1.0
478,"
            Thank you so much for these beautiful earrings. I love them!! Just what i hoped for and clearly made with such care.
        ",1.0
479,"
            I can not express how much I love these earrings. I misplaced one around Christmas, and instead of doing an intense search I just went a ordered another pair. The seller is so nice and included something extra in the package and I really really appreciated that. I will be buying more from this shop in the future:)
        ",1.0
480,"
            Leider habe ich einen Ohrkletterer gleich beim ersten Mal tragen verloren; hat schlicht nicht gut gehalten. Schade, denn ich finde sie sehr sch�n - den zweiten trage ich jetzt solo, aber nur unter gr��ter Vorsicht...denn auch ihn hatte ich bereits verloren aber wiedergefunden. Und nachdem ich das bisher Geschriebene gepostet hatte,hat mich Shani kontaktiert u sofort angeboten mir nochmals Ohrkletterer zukommen zu lassen. Das ist unglaublich nett! und es liegt an meinen Ohren nicht am coolen Ohrschmuck! danke...
        ",1.0
481,"
            Updated -
Shani reached out to me after seeing my review and has been great in ensuring that I get a climber that works with my ear type. She is creating a pair based on my actual ear type. I""ve sent off photos and cannot wait to get them so I can wear them everyday! Thank you, Shani!

Original Post July 30
""These seemed like the perfect climber in pictures.  In reality, they are much more curved than on the model and don't 'climb' but rather arch on my lobe. I am a bit disappointed as I have held out for so long on this type of earring.  However, even though they are not the style I was expecting, they are of good quality and still hope to wear them.""
        ",1.0
482,"
            Thank you so much for the earrings. Those looks amazing. I am wearing them everyday, they are comfy and the colour is very nice. I have to mention that, they get a lot of compliments not only from my friends, but even from strangers. Also they shipped quicker than I thought. 
Thank you so much!
        ",1.0
483,"
            I love these so much! My ears a pretty sensitive, and there is no irritation, and they are so cute!
        ",1.0
484,"
            Love these! They are the perfect size to be noticeable, but not heavy at all. Arrived when expected, even with the postal delays in the States.
        ",1.0
485,"
            I'm wearing these a lot! And getting lots of compliments. Great quality, great design!
        ",1.0
486,"
            Love these! So fun to wear!!!!!!
        ",1.0
487,"
            such beautiful work.thank you once again.
        ",1.0
488,"
            So very happy with my order! This chain ear jacket is everything I've been wanting, and after searching around I'm so glad I came across this one. You cannot beat the price, and I'm in love with how it looks!
        ",1.0
489,"
            Ear cuff is gorgeous. Unfortunately I didn't realize that the size was for the longer rather than shorter chain. I won't be able to use for what I had initially purchased for, but will have to find another use for it in the future. Kat was very accommodating. Thank you!
        ",1.0
490,"
            I got this chain to attach to my conch piercing - would recommend getting the smallest size if you�re planning to do the same as any larger will look oddly droopy. Easy to put on and comfortable on my ear, a good alternative to a hoop
        ",1.0
491,"
            I wore this at my wedding a couple of weeks ago. This bracelet matched the dress perfectly and I got many compliments from friends and family. I�m so happy I ordered it.
        ",1.0
492,"
            The ear cuffs are so beautiful! I�m so happy with my purchase. 
The packaging is adorable and they even included instructions on how to care for them.
        ",1.0
493,"
            Perfetto! E la comunicazione con la venditrice � stata rapida e gentilissima!
        ",1.0
494,"
            Llegaron r�pido y me encantan. Son iguales que los de la foto. He recibido muchos cumplidos :) Los volver�a a comprar.

They came fast and I love them. They are the same as the photo. I have received many compliments :) I would buy them again.
        ",1.0
495,"
            These earrings are BEAUTIFUL! They are even better than the pictures - great quality, wore them all day with no trouble. 

The shipping took a minute, but that is solely due to international shipping and COVID-19 impacts around the world. Dimitra was responsive to my questions and lovely to chat with. 

Thank you so so much! I love these earrings and can't wait to buy more!
        ",1.0
496,"
            These are beautiful & have great detail! Just as shown! High quality & not difficult to get on & off! I will definitely be buying more from this seller :)
        ",1.0
497,"
            Offert � une amie, cela lui a beaucoup plus! Apr�s bon nombre de commandes, je recommande toujours! 
Qualit� au top! Finition au top!
        ",1.0
498,"
            Just what I thought they�d be!!!! Love em!
        ",1.0
499,"
            First off, the seller shipped these so fast! It was great how quickly I received them. I ordered two pairs, silver for myself and gold for my sister. They are flexible enough to slightly open to get on and close to stay in place. They look great!
        ",1.0
500,"
            These earrings are so cool. Fit snug on your earlobe. Easy to put on. So cute!! Got lots of compliments. Shipped fast too.
        ",1.0
501,"
            Earrings came SUPER FAST & are SUPER CUTE. I get compliments at least once/day. Will definitely be buying more soon!
        ",1.0
502,"
            Best purchase I've made in a long time, quality is superb! I've worn them every day since I got them and gotten so many compliments because they are so beautiful and unique, thank you Otis Jaxon!
        ",1.0
503,"
            Beautiful gorgeous earrings! More stunning when seen in person than on the screen. Needless to say, very stylish when worn! Really happy with my purchase.
        ",1.0
504,"
            Very beautiful and smart looking. They are just perfect.
        ",1.0
505,"
            My favs. So gorgeous and different to everyone else. Quality is exceptional and packing is gift worthy
        ",1.0
506,"
            love these earrings. They are climbers, but they aren't obnoxiously climbers, so if you're looking for something that is similiar, but not all the way up your earlobe, these are the ones. The titanium is great for my daughter who has a nickel allergy. We have the silver matte finish, and I am thinking about orderring a pair for myself, or maybe stealing my daughter's pair. ships from Greece, so it does take a minute getting here, but they are beautifully wrapped. Went in easter basket.
        ",1.0
507,"
            Love them- very comfortable and super cute!  Thank you!
        ",1.0
508,"
            I love these earrings! They are fun and different!
        ",1.0
509,"
            Obsessed with these.
        ",1.0
510,"
            It's beautiful, comfortable, stays in place, and exactly as pictured! It also is one of the few earrings I can wear that doesn't irritate my sensitive ears.  I love it and have gotten so many compliments on it already.  Thank you Kristen!
        ",1.0
511,"
            These are so unique and beautiful, but with a little edge for my rehearsal dinner.  I love them!
        ",1.0
512,"
            These earrings are gorgeous!  I get constant compliments on them.  They require a little fiddling and squeezing to get them to stay in place.  
        ",1.0
513,"
            Boyfriend loves his new earrings!
        ",1.0
514,"
            Absolutely gorgeous and unique earrings! So happy with every purchase I've made from this shop. Super helpful and friendly communication :)
        ",1.0
515,"
            Nice earrings, finally something else than just round and black. Received the package within one week (Netherlands).
        ",0.0
516,"
            I know these say they're for men but I ordered them for myself.  I wear them 5 days out of the week and get so many compliments.  They are the perfect size when you want something basic and fun.
        ",1.0
517,"
            Love these! Wore them to a wedding and received so many compliments on how gorgeous they were. 
        ",1.0
518,"
            Delicate looking but exactly what I was wanting, awesome
        ",1.0
519,"
            The earrings are just what I asked for and very feminine, too.  The workmanship is excellent.  Packaged well and fast arrival.  Thank You!
        ",1.0
520,"
            These earrings are so beautiful, also versatile. I put the hoop jacket on to dress up and where the circular studs all of the time.
        ",1.0
521,"
            LOVE! I didn't realize how small it really is; I was ecstatic about how cute & little it was. Perfect fit & lovely details. Thanks!!
        ",1.0
522,"
            I knew I would love these when I saw them on Etsy.  However,
I reeeeeeally LOVE them in person.  They are a beautiful delicate quality of sterling silver.  The price is worth it.  Prompt delivery and wrapped with class and care.  Very Happy.......Thank you!!
        ",1.0
523,"
            Love this earring! Fits the curve of my ear perfectly and is super cute! The detailing is also best in person, very nice work!
        ",1.0
524,"
            The earring is quite lovely and is surprisingly detailed for something so small. Packaging was great and care instructions were included. Thanks!!
        ",1.0
525,"
            Tr�s joli collier f�minin ! M�lanie r�pond hyper vite aux questions, envoi rapidement les achats qui sont bien joliment pr�sent�s. Bref parfait ! Merci pour tout.

        ",1.0
526,"
            Tres joli bijou! Je l ai offer a ma soeur pour son mariage. Je suis entierement satisfaite. De plus envoi tres rapide.. travail de grande qualit�.. merci bcp..
Delphine
        ",0.0
527,"
            Great little earrings! I was nervous because I wanted to wear these in my third holes but they are small enough that they look great even that far up my earlobe without going into the part where my ear curls over. Comfy enough to sleep in (though I usually turn them face down) which is what I wanted and it was really hard to find a climber earring that didn't have a stud back. The back also is adjustable for how tight it is which is nice and no irritation from wearing them for a long time. Highly recommend!
        ",1.0
528,"
            These earrings are amazing! I didn't want anything too big just simple and dainty and these earrings are exactly that! So happy with my purchase and so happy with the quality. Thanks again!
        ",1.0
529,"
            Beautiful delicate climbers. Clearly well made. I'm so excited to have them. They didn't take long to arrive either. Love love love them. Thank you so much!!!!
        ",1.0
530,"
            I love this piece of jewelry! They are just beautiful! Thank you so much!
        ",1.0
531,"
            My niece loved these! Delivery was sooo quick and cost was brilliant. Definitely in my favourite shops
        ",1.0
532,"
            I love these earrings!  Excellent quality and I get lots of compliments!  Thank you!
        ",1.0
533,"
            I love these earrings!  Excellent quality and I get lots of compliments!  Thank you!
        ",1.0
534,"
            Tr�s belles boucles d'oreilles je les aime beaucoup
        ",0.0
535,"
            Tr�s jolies boucles, originales par ses couleurs. Envoi dans les d�lais annonc�s. Je suis ravie de cet achat qui a fait l'objet d'un cadeau.
        ",0.0
536,"
            Comme d'habitude, belle qualit�, envoi rapide, bijoux raffin�s
        ",1.0
537,"
            Boucles d'oreilles de bonne qualit�,�l�gantes,dans un joli pochon.
        ",1.0
538,"
            I asked for flat gold discs instead of the little ball studs and was accomodated! These are high quality- you can feel it in the weight of the product. They look super cool and are what I envisioned and wanted in an ear jacket set. I really appreciate the ability to set how low or high you want the jacket to be. It's bound to be as snug or as low as you want it! Thank you so so much!!
        ",1.0
539,"
            These are awesome! I love them! Very very light and comfortable. I can wear my headphones at work without the post hurting me. Lots of compliments on them too! These look WAY better than my picture shows.
        ",1.0
540,"
            Exactly what I was looking for! Love them thank you so much!
        ",1.0
541,"
            I LOVE these earrings! Oak leaves and acorns are my family�s thing (because of the saying �Mighty oaks from little acorns grow.�) so these earrings are very special to me. They are well made and beautiful! I�d buy the other earring set available too if the two earrings were mirror images of each other. Also, if there were a bar style necklace with a chain soldered to each side of this curved oak branch, I�d buy it too. I definitely recommend these earrings!
        ",1.0
542,"
            I ordered these as a Thank You grift for my oldest sister/ Bridesmaid. She is incredibly picky but when I showed her these she LOVED them. They are delicate and beautiful in person.  Each item is handmade and comes in an adorable package as well! Shipping was also super easy and fast!
        ",1.0
543,"
            Beautiful dainty oak branches! Expertly and we'll made. Definitely my new favorites!!! A++++
        ",1.0
544,"
            So stunning. I love it!!!

*Just noting that in the picture I�m wearing it on the wrong ear, it�s supposed to be on the other so that the earring curves down (with the shape of the earlobe) and not up.
        ",1.0
545,"
            As you can see I have several Earrings.  I also have purchased in the past rings. Every thing is crafted to perfection. I would tell everybody to purchase from tiny box jewelry  .
        ",1.0
546,"
            Shipping took a bit longer because of covid and it being international, but totally worth the wait and M�nica from their team was very helpful and responsive. Love the piece and the quality, would (and will be) buying from this shop again!
        ",1.0
547,"
            This is my second pair of aspera earrings and I�m obsessed. I love minimalist jewelry and theirs is unique and beautiful. Thank you.
        ",1.0
548,"
            Beautiful!
        ",1.0
549,"
            I really love my earrings. They arrived quickly in eco-friendly packaging (love that). Also I have had another style of this earring and it fell out. However, this style is great, stays in place and it will not fall out. Overall a great product :) WIll shop at this store again soon.
        ",1.0
550,"
            Super fast shipping! for reference my earlobes are ~0.25in and the earrings are a little too big for my lobes. I still like them but it's not the same effect of the picture
        ",1.0
551,"
            These are my absolute favorite pair of earings!!! I love them and have gotten so many compliments on them!!! The packaging was so beautiful as well, I wish I could post noimore photos. You won't regret ordering these beauties!!
        ",1.0
552,"
            The earrings look better in the picture. It�s alright. Packing is cute!
        ",1.0
553,"
            I loved the first ones so much, I had to get another pair in the gold color. I love that they are adjustable (3 length settings). They fit exactly as pictured. Customer service is spot-on. I made an error in my purchase and it was pretty much fixed the next day. Shipping was great. I will be shopping here again (already have my wishlist) ;-)  :-D
        ",1.0
